Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah
18/01/2015;2015;1;18;26;26,8;26;26,2;28,5;25,4;7,8;7,5;;1010,6;89;87;81;86,5;3,634259259;270;12;290
19/01/2015;2015;1;19;24,6;26;25,6;25,2;27,9;24,4;12;1,25;;1012;92;89;89;90,5;3,981481481;270;27;260
20/01/2015;2015;1;20;25,5;28,6;25,8;26,35;28,7;24,4;8;0;;1012,8;88;79;89;86;2,060185185;315;6;280
21/01/2015;2015;1;21;25;26,8;27,3;26,025;29,2;24,5;0;18,75;;1014,7;93;89;86;90,25;2,453703704;315;10;290
22/01/2015;2015;1;22;25,8;27,8;26,6;26,5;28,9;24,4;16,7;12,5;;1013,5;89;82;87;86,75;3,217592593;315;14;280
23/01/2015;2015;1;23;26,2;29,9;28,1;27,6;30,3;24,8;0;50;;1012,7;93;74;80;85;2,476851852;270;9;270
24/01/2015;2015;1;24;26,4;30,4;28,8;28;31;25,2;1,8;85;;1012,4;85;74;80;81;2,87037037;270;11;280
25/01/2015;2015;1;25;27,3;30,8;28,5;28,475;31,1;24,8;17,8;67,5;;1012,3;83;72;80;79,5;4,212962963;315;15;300
26/01/2015;2015;1;26;25,8;29,3;27,3;27,05;29,8;25,4;0;33,75;;1011,5;93;77;82;86,25;3,726851852;315;14;290
27/01/2015;2015;1;27;27,9;29,9;27,7;28,35;30,3;24,9;10,3;47,5;;1010,8;85;78;86;83,5;3,611111111;270;14;280
28/01/2015;2015;1;28;28;30,5;28,3;28,7;31,2;25,3;0;-;;1009,7;80;71;81;78;3,356481481;315;12;250
29/01/2015;2015;1;29;27,3;30,8;28,4;28,45;31,3;27;1;-;;1009,8;88;73;81;82,5;3,773148148;270;14;290
30/01/2015;2015;1;30;27,4;30,1;28,6;28,375;31,3;26,5;1;-;;1010,5;86;76;81;82,25;4,212962963;315;13;290
31/01/2015;2015;1;31;26,8;29,1;25,6;27,075;29,3;23,9;57,6;-;;1011,2;87;81;95;87,5;3,125;315;16;270
01/02/2015;2015;2;1;24,9;25,6;25,5;25,225;27,9;23,7;13,8;10;;1011,6;95;88;93;92,75;4,833333333;315;15;270
02/02/2015;2015;2;2;26,8;31;27,6;28,05;30,9;24,5;2;100;;1012,4;87;73;84;82,75;5,541666667;270;12;240
03/02/2015;2015;2;3;26,4;31,4;28,6;28,2;31,5;24,4;0;100;;1012,8;91;65;81;82;6,333333333;270;22;260
04/02/2015;2015;2;4;26,7;31;27;27,85;31,1;25,3;-;83,75;;1012,1;90;72;84;84;5,75;315;12;290
05/02/2015;2015;2;5;26,8;27,8;27,4;27,2;30,7;25,1;1,7;81,25;;1012,2;88;82;88;86,5;4,833333333;315;11;320
06/02/2015;2015;2;6;25,8;31;28,3;27,725;31,3;24,6;6;93,75;;1012;93;72;83;85,25;4,875;270;8;290
07/02/2015;2015;2;7;26,1;29,9;28,2;27,575;31,2;25;0;76,25;;1011,3;93;77;84;86,75;2,791666667;270;8;280
08/02/2015;2015;2;8;26,8;29,7;28,2;27,875;30,3;24,4;-;41,25;;1012,5;80;78;81;79,75;2,708333333;270;10;250
09/02/2015;2015;2;9;25,8;27,9;26,6;26,525;31,1;25,1;9;48,75;;1012,6;90;80;87;86,75;2,583333333;315;6;60
10/02/2015;2015;2;10;27,3;31,1;28,1;28,45;31,5;27;-;96,25;;1011,1;88;74;83;83,25;7,958333333;270;14;270
11/02/2015;2015;2;11;27,7;29,9;27,9;28,3;30,1;23,5;81,4;13,75;;1010,5;79;73;79;77,5;9,75;270;18;290
12/02/2015;2015;2;12;25,6;25,7;26;25,725;29,1;24,5;15,5;0;;1010;92;89;88;90,25;4,625;315;12;280
13/02/2015;2015;2;13;27,5;30,2;28,8;28,5;30,3;25,6;-;83,75;;1010,1;84;73;76;79,25;4,833333333;315;14;290
14/02/2015;2015;2;14;26,9;30,3;28,3;28,1;30,8;26,1;1;85;;1010,6;87;73;83;82,5;2,791666667;270;9;250
15/02/2015;2015;2;15;26,5;31,3;27,9;28,05;31,6;25,3;-;56,25;;1010,4;94;72;82;85,5;2,833333333;315;7;250
16/02/2015;2015;2;16;26,3;31,5;28,6;28,175;31,8;26;0;100;;1010,3;90;68;80;82;3,958333333;315;8;250
17/02/2015;2015;2;17;27,1;30,8;28,1;28,275;30,9;26;0;61,25;;1009,7;88;73;80;82,25;3,833333333;315;9;300
18/02/2015;2015;2;18;26,9;31,5;25,6;27,725;31,8;26,4;0;82,5;;1009,5;90;71;83;83,5;5,416666667;270;11;250
19/02/2015;2015;2;19;27,2;25;26,8;26,55;29,1;24,2;91,4;0;;1010,6;87;95;88;89,25;7,333333333;270;15;290
20/02/2015;2015;2;20;26,9;29,5;27,4;27,675;30;26,6;-;41,25;;1011,8;83;74;85;81,25;6,083333333;270;13;270
21/02/2015;2015;2;21;27,2;26,5;27,7;27,15;30,7;25,5;0;50;;1010,6;86;76;81;82,25;6,083333333;315;11;310
22/02/2015;2015;2;22;27,5;30,4;28,3;28,425;31,6;26,6;-;97,5;;1009,7;88;72;84;83;5,541666667;315;12;290
23/02/2015;2015;2;23;27,1;30,3;28,3;28,2;30,8;26,7;-;68,75;;1011,2;94;73;83;86;5,708333333;270;13;300
24/02/2015;2015;2;24;27,2;31,4;28;28,45;31,9;26,2;7,8;71,25;;1011,7;87;72;87;83,25;4,125;315;10;300
25/02/2015;2015;2;25;27;31,5;28,5;28,5;32,6;24,6;-;67,5;;1010,9;91;69;82;83,25;3,083333333;270;9;270
26/02/2015;2015;2;26;25,7;30,5;28,8;27,675;31,5;24,1;0;31,25;;1010,9;92;71;82;84,25;1,958333333;270;8;250
27/02/2015;2015;2;27;24,9;31,3;28,9;27,5;31,5;24,8;-;100;;1009,7;92;75;81;85;1,791666667;135;7;130
28/02/2015;2015;2;28;26,8;31,8;29,3;28,675;32,3;25,8;-;97,5;;1010,23;91;68;79;82,25;2,958333333;315;7;300
01/03/2015;2015;3;1;27,4;31,7;29,1;28,9;31,8;24,7;2,2;85;;1010;91;64;81;81,75;4,75;315;11;260
02/03/2015;2015;3;2;25,5;27,5;26,8;26,325;28,7;25;17,2;17,5;;1010,4;92;82;85;87,75;7,125;270;14;250
03/03/2015;2015;3;3;25,5;29,3;27,3;26,9;29,7;24;7,6;16,25;;1010,4;87;72;82;82;6,166666667;270;15;290
04/03/2015;2015;3;4;25,3;25,1;27;25,675;30,6;24,8;8;22,5;;1010,1;95;90;85;91,25;5,583333333;315;14;220
05/03/2015;2015;3;5;26,4;29,9;24,3;26,75;30,6;23,8;3;25;;1010,7;91;76;83;85,25;4,375;315;18;300
06/03/2015;2015;3;6;26,5;30,6;27,4;27,75;30,8;25,7;0;61,25;;1011,6;90;71;84;83,75;5,125;270;11;290
07/03/2015;2015;3;7;26,2;31;28,2;27,9;31,2;25,6;-;81,25;;1011,1;90;67;82;82,25;2,583333333;315;8;280
08/03/2015;2015;3;8;27,3;30,6;27,5;28,175;30,8;25;0;32,5;;1011,2;88;71;83;82,5;3,333333333;315;9;310
09/03/2015;2015;3;9;26,2;31,2;28,3;27,975;31,4;25,9;2,5;70;;1011,8;91;67;79;82;4,5;315;10;290
10/03/2015;2015;3;10;27,9;30,9;26,9;28,4;31,2;25,6;0;72,5;;1011,7;86;73;85;82,5;5,458333333;315;12;280
11/03/2015;2015;3;11;27,4;29,8;27,7;28,075;30,9;26,2;1;38,75;;1012;87;76;88;84,5;5,416666667;315;8;310
12/03/2015;2015;3;12;27,3;28,1;27;27,425;29,9;25,6;6,8;12,5;;1012,3;84;85;90;85,75;5,583333333;270;13;300
13/03/2015;2015;3;13;27,3;30,8;28,2;28,4;30,9;26,4;-;20;;1010;90;73;86;84,75;3,875;315;10;320
14/03/2015;2015;3;14;27,8;29,8;28,2;28,4;30,3;25,8;0;2,5;;1013,2;86;77;82;82,75;2,708333333;315;6;330
15/03/2015;2015;3;15;27,1;30,8;26,3;27,825;31,4;25,3;0;91,25;;1013,7;88;66;85;81,75;6,083333333;270;20;220
16/03/2015;2015;3;16;26,6;30,8;28;28;30,8;24,8;34,8;73,75;;1013,7;88;70;83;82,25;4,625;315;11;270
17/03/2015;2015;3;17;26;30,9;28,8;27,925;31,2;21,2;1;76,25;;1012,2;93;67;79;83;2,458333333;CALM;9;240
18/03/2015;2015;3;18;26,4;31,2;26,6;27,65;31,8;25;0;100;;1010,5;93;72;82;85;1,791666667;CALM;8;240
19/03/2015;2015;3;19;26,3;31,6;27;27,8;31,6;25,3;-;95;;1011,2;94;75;81;86;1,791666667;CALM;5;130
20/03/2015;2015;3;20;26,6;31,5;28,9;28,4;31,9;26,2;0;97,5;;1012,2;93;72;79;84,25;2,541666667;90;6;270
21/03/2015;2015;3;21;26,7;31,7;29,5;28,65;32,2;25;2,1;100;;1011,9;92;72;78;83,5;2,666666667;135;6;130
22/03/2015;2015;3;22;26,7;31,6;29;28,5;31,7;24;-;77,5;;1012,2;92;69;81;83,5;2,166666667;CALM;8;120
23/03/2015;2015;3;23;26,5;30;28,3;27,825;31,5;23,5;0;32,5;;1011,8;88;76;87;84,75;2,291666667;360;5;320
24/03/2015;2015;3;24;25,9;30,3;29;27,775;31,8;24,6;13,7;60;;1011,9;87;76;85;83,75;2,166666667;360;5;260
25/03/2015;2015;3;25;25,3;26,5;27,7;26,2;30,9;23,5;7;31,25;;1011,8;94;91;85;91;2,166666667;CALM;8;30
26/03/2015;2015;3;26;26;31,1;28,8;27,975;31,9;25,2;0;83,75;;1013,4;89;74;84;84;2,125;CALM;7;110
27/03/2015;2015;3;27;27,1;30,5;28,6;28,325;31,4;24,2;-;70;;1013,6;92;73;84;85,25;2,208333333;CALM;6;60
28/03/2015;2015;3;28;26,5;31,8;29;28,45;31,8;25,5;-;80;;1011,9;91;68;82;83;2,916666667;90;10;60
29/03/2015;2015;3;29;28;31,5;28,8;29,075;32,1;25,3;-;66,25;;1011;88;74;86;84;2,416666667;CALM;10;110
30/03/2015;2015;3;30;27,1;32,2;29,6;29;32,2;24,7;-;100;;1010,8;92;70;76;82,5;3,791666667;135;9;140
31/03/2015;2015;3;31;26,4;32,2;29,3;28,575;32,3;26,1;-;97,5;;1011,4;92;72;81;84,25;1,833333333;CALM;6;100
01/04/2015;2015;4;1;27,2;32,2;29,7;29,075;32,4;25,5;1;100;;1010,1;91;72;80;83,5;3,083333333;135;9;120
02/04/2015;2015;4;2;26,1;29,6;25,5;26,825;31,8;24,3;12,7;40;;1009,3;90;77;93;87,5;2,875;45;6;200
03/04/2015;2015;4;3;25,7;25,4;26,1;25,725;27;24,3;14,8;0;;1008,6;93;89;94;92,25;1,625;CALM;8;40
04/04/2015;2015;4;4;25,3;31,9;28,1;27,65;31,9;24,8;-;78,75;;1009,4;93;74;85;86,25;2,125;CALM;8;70
05/04/2015;2015;4;5;29;30,7;29,2;29,475;31,8;25,4;0;88,75;;1008,5;79;75;81;78,5;2,875;90;11;100
06/04/2015;2015;4;6;27,4;28,6;26,5;27,475;31,9;23,8;55,2;53,75;;1008,5;92;82;94;90;1,75;CALM;7;120
07/04/2015;2015;4;7;23,8;28,7;27;25,825;29;23,7;1;0;;1010,3;96;84;87;90,75;1,333333333;CALM;5;90
08/04/2015;2015;4;8;25,2;29,9;27,5;26,95;31;24,4;5;78,75;;1010,5;96;76;88;89;2,291666667;CALM;10;140
09/04/2015;2015;4;9;26,7;32,2;30;28,9;32,5;24,9;-;100;;1011;92;74;79;84,25;2,041666667;360;4;150
10/04/2015;2015;4;10;26,9;32,3;28,7;28,7;32,3;25,6;-;100;;1011,6;90;70;81;82,75;1,541666667;CALM;5;0
11/04/2015;2015;4;11;26,7;32,3;29,5;28,8;32,3;26,2;1;96,25;;1010,9;92;68;80;83;2,291666667;CALM;6;140
12/04/2015;2015;4;12;27,7;25,4;25,2;26,5;29,7;24;60,2;2,5;;1011,4;89;93;96;91,75;1,416666667;CALM;8;340
13/04/2015;2015;4;13;24,5;28,4;27,5;26,225;30;24;2;12,5;;1012,6;95;85;88;90,75;1,166666667;CALM;20;2
14/04/2015;2015;4;14;27,5;31,2;28,9;28,775;31,4;25,3;-;96,25;;1011,5;90;73;80;83,25;2,333333333;CALM;7;120
15/04/2015;2015;4;15;28,5;29,4;27,9;28,575;31,2;25,5;10,1;31,25;;1010,4;79;76;90;81;2,791666667;CALM;7;90
16/04/2015;2015;4;16;26,4;28,8;25,8;26,85;29,9;24,6;25,3;33,75;;1012,7;94;80;93;90,25;1,75;CALM;8;80
17/04/2015;2015;4;17;26,4;31,1;28,5;28,1;32,1;24,6;0;92,5;;1011,4;94;72;89;87,25;2,5;CALM;9;250
18/04/2015;2015;4;18;27,4;27,5;26,3;27,15;32,1;24,1;5;76,25;;1010;82;84;86;83,5;2,041666667;CALM;6;50
19/04/2015;2015;4;19;25,9;31,9;26,6;27,575;31,9;24,8;0;82,5;;1010,9;87;76;85;83,75;1,791666667;CALM;7;90
20/04/2015;2015;4;20;27,6;31,8;29,3;29,075;32,3;25,9;-;67,5;;1009,9;88;71;84;82,75;1,916666667;CALM;5;330
21/04/2015;2015;4;21;27,1;30,1;29,3;28,4;31,9;25,6;-;37,5;;1010,5;93;78;86;87,5;1,833333333;CALM;7;290
22/04/2015;2015;4;22;26,9;28,9;28,7;27,85;30,9;24,9;21;11,25;;1009,9;92;84;86;88,5;1,833333333;CALM;5;320
23/04/2015;2015;4;23;25;29,7;27,1;26,7;29,8;24,7;3,5;5;;1010,4;95;80;90;90;3,333333333;315;10;310
24/04/2015;2015;4;24;26;29,8;25,1;26,725;29,9;24,4;22,6;5;;1009,8;93;80;94;90;6,666666667;315;20;290
25/04/2015;2015;4;25;24,5;27,8;27,3;26,025;28,1;24,1;5;0;;1011,1;93;83;88;89,25;6,291666667;315;13;290
26/04/2015;2015;4;26;27;29,5;25,1;27,15;30,1;24,7;12,1;1,25;;1010,6;78;80;95;82,75;3,25;315;8;320
27/04/2015;2015;4;27;25,8;30,6;28,2;27,6;30,7;23,9;51,9;48,75;;1010,2;86;78;87;84,25;2,333333333;315;5;100
28/04/2015;2015;4;28;25,5;26,6;25,2;25,7;28,1;23,5;23,6;0;;1010,7;97;90;97;95,25;1,541666667;CALM;9;300
29/04/2015;2015;4;29;26,2;28,7;26,4;26,875;30,8;23,9;2,5;70;;1010,6;93;79;94;89,75;2,791666667;CALM;14;290
30/04/2015;2015;4;30;26,3;29,5;28,1;27,55;31,8;25,1;0;58,75;;1010,6;90;85;91;89;1,25;CALM;4;140
01/05/2015;2015;5;1;26,5;31,1;27,4;27,875;31,8;24,5;-;55;;1011,1;87;75;91;85;0,944444444;90;6;230
02/05/2015;2015;5;2;25,8;28,9;26,4;26,725;28,9;24,5;21,6;0;;1011,2;92;82;90;89;0,444444444;90;4;270
03/05/2015;2015;5;3;25,3;28,9;27,7;26,8;29,3;24,9;12,1;29;;1012,3;93;82;88;89;1,555555556;90;10;230
04/05/2015;2015;5;4;24,9;25,5;25;25,075;27,9;24,5;10,1;0;;1012,2;96;95;93;95;0,333333333;90;5;310
05/05/2015;2015;5;5;25,2;29,4;27,7;26,875;30,5;24,3;15,5;26;;1010,6;98;77;85;89,5;2,222222222;90;8;130
06/05/2015;2015;5;6;26,2;30,9;28,3;27,9;31,1;26,1;-;99;;1010,3;89;67;77;80,5;3,666666667;90;12;110
07/05/2015;2015;5;7;28,6;30,5;28,3;29;30,6;27,6;-;68;;1011,8;76;73;79;76;5,055555556;90;20;120
08/05/2015;2015;5;8;28,2;30,8;28,6;28,95;31,3;27,4;-;99;;1010,7;80;73;80;78,25;4,666666667;90;13;100
09/05/2015;2015;5;9;28,5;31;28,7;29,175;31,2;27,8;-;99;;1010,5;77;70;80;76;4,611111111;90;12;130
10/05/2015;2015;5;10;29;31;29;29,5;31,3;28,1;-;95;;1010,3;76;72;81;76,25;4,555555556;90;13;80
11/05/2015;2015;5;11;28,8;31,2;29,2;29,5;31,3;27,3;5,9;93;;1011,1;83;72;82;80;5,722222222;90;18;100
12/05/2015;2015;5;12;27,3;30,5;28,1;28,3;30,8;25,8;24,4;35;;1011,2;92;80;86;87,5;4,166666667;90;14;120
13/05/2015;2015;5;13;28;30,7;28,8;28,875;31,1;25,6;2,5;54;;1011,2;88;76;84;84;3,666666667;90;12;80
14/05/2015;2015;5;14;28,9;30,4;28,8;29,25;31,2;25,3;0;86;;1011,9;79;76;77;77,75;5,166666667;90;17;100
15/05/2015;2015;5;15;29;30,2;28,5;29,175;31,1;27,1;-;95;;1012,7;79;71;75;76;4,722222222;90;14;120
16/05/2015;2015;5;16;28,7;29,7;28;28,775;30,6;26,8;0;60;;1012,8;76;77;80;77,25;3,166666667;90;9;110
17/05/2015;2015;5;17;27,7;30,7;27,8;28,475;31;26,6;-;98;;1011,1;79;67;72;74,25;3,388888889;90;11;100
18/05/2015;2015;5;18;28,2;30,7;27;28,525;30,6;26,5;-;100;;1011,6;75;68;79;74,25;4,333333333;90;14;110
19/05/2015;2015;5;19;28,4;30,6;27,7;28,775;30,6;26,2;-;100;;1012,6;74;68;76;73;3,222222222;90;11;100
20/05/2015;2015;5;20;27,7;30,6;28;28,5;30,7;25,9;-;100;;1013;80;69;79;77;4,055555556;90;12;110
21/05/2015;2015;5;21;28,5;30,4;28,2;28,9;30,7;27,6;-;100;;1013,2;76;72;80;76;4,944444444;90;13;80
22/05/2015;2015;5;22;28,6;30,6;28,8;29,15;31,1;27,9;-;93;;1012,9;78;79;85;80;4,666666667;90;13;120
23/05/2015;2015;5;23;28,5;30,7;29;29,175;30,9;27,6;-;81;;1012,6;81;79;81;80,5;4,444444444;90;14;110
24/05/2015;2015;5;24;28,3;30,7;28,4;28,925;30,9;26,9;1;79;;1012;85;76;84;82,5;3,611111111;90;11;90
25/05/2015;2015;5;25;28,3;30,7;28,9;29,05;31;28;-;100;;1012,5;80;75;79;78,5;4,222222222;90;14;120
26/05/2015;2015;5;26;28,6;31,1;28,7;29,25;31,2;27,9;-;100;;1013,5;81;74;80;79;5,111111111;90;15;100
27/05/2015;2015;5;27;28,5;31,2;28,5;29,175;31,5;27,1;0;99;;1012,5;81;73;79;78,5;4,111111111;90;14;120
28/05/2015;2015;5;28;28;30,5;28,3;28,7;30,9;25,7;-;98;;1011,1;81;72;78;78;3,388888889;90;11;100
29/05/2015;2015;5;29;28,4;31,6;27,4;28,95;31,6;25,4;-;100;;1012;82;76;87;81,75;2,555555556;90;10;150
30/05/2015;2015;5;30;28,9;31,9;29;29,675;32;25,5;-;98;;1012;86;75;85;83;3,222222222;90;11;110
31/05/2015;2015;5;31;28,6;30,8;28,9;29,225;31,4;25,7;0;99;;1010,1;86;75;81;82;4,222222222;90;18;80
01/06/2015;2015;6;1;28,4;31,1;28,4;29,075;31,3;27,8;-;100;;1010;85;70;82;80,5;3,472222222;90;12;120
02/06/2015;2015;6;2;28,5;29,5;27,7;28,55;31,4;26,8;4,1;65;;1011,4;83;82;85;83,25;3,078703704;90;11;110
03/06/2015;2015;6;3;28,3;30,8;28,3;28,925;31,1;27,7;0;91,25;;1011,2;86;75;86;83,25;3,148148148;90;11;100
04/06/2015;2015;6;4;28;30,4;28,9;28,825;31;27,5;1,6;68,75;;1010,4;88;73;80;82,25;6,25;90;18;120
05/06/2015;2015;6;5;28,9;31,1;28,7;29,4;31,1;28;1,1;81,25;;1009,7;83;71;82;79,75;4,699074074;90;14;130
06/06/2015;2015;6;6;28,4;28,6;28,4;28,45;29,6;25,3;7,6;6,25;;1009,6;83;84;84;83,5;5,208333333;90;13;100
07/06/2015;2015;6;7;28,7;30,3;28,9;29,15;30,8;27,1;0;68,75;;1009,9;79;78;78;78,5;5,023148148;90;14;120
08/06/2015;2015;6;8;28,7;31,2;28,5;29,275;31,5;27;4,7;85;;1010,1;83;84;84;83,5;4,421296296;90;12;110
09/06/2015;2015;6;9;28,1;29,9;28,4;28,625;29,9;26,2;9,7;22,5;;1009,9;84;83;85;84;2,638888889;90;16;120
10/06/2015;2015;6;10;27,3;30,7;27,78;28,27;30,9;27,2;-;81,25;;1010,7;92;75;85;86;2,916666667;90;10;120
11/06/2015;2015;6;11;28,4;30,2;28,1;28,775;30,7;27,2;-;100;;1011,4;81;76;81;79,75;4,351851852;90;10;100
12/06/2015;2015;6;12;28,3;30,3;28,2;28,775;30,3;25,7;-;80;;1009,8;74;71;78;74,25;3,726851852;135;11;130
13/06/2015;2015;6;13;27,9;30;28;28,45;30,5;25,8;-;63,75;;1010,1;79;70;79;76,75;3,819444444;90;12;140
14/06/2015;2015;6;14;28,2;30,6;27,8;28,7;30,9;26,2;-;100;;1010,8;82;68;81;78,25;3,287037037;90;11;130
15/06/2015;2015;6;15;27,7;29,8;27,1;28,075;29,9;26,1;-;95;;1010,9;77;68;83;76,25;3,634259259;90;14;100
16/06/2015;2015;6;16;27,3;30,1;27,1;27,95;30,4;25,3;-;100;;1011;77;73;80;76,75;3,263888889;90;11;130
17/06/2015;2015;6;17;28;30,1;28,1;28,55;30,4;26,7;0;66,25;;1010,3;81;76;80;79,5;3,703703704;90;11;80
18/06/2015;2015;6;18;28,4;30,5;27,7;28,75;30,6;27,2;-;100;;1010,7;81;75;78;78,75;4,652777778;90;12;110
19/06/2015;2015;6;19;28,2;29,8;27,2;28,35;30,5;27,5;-;62,5;;1011,8;80;79;79;79,5;4,861111111;90;14;100
20/06/2015;2015;6;20;28,3;29,6;28,1;28,575;30,3;26,3;-;61,25;;1010,7;76;77;80;77,25;4,236111111;90;19;110
21/06/2015;2015;6;21;27,7;30,7;28,2;28,575;31,3;27,3;-;52,5;;1012,2;80;71;81;78;4,305555556;90;11;90
22/06/2015;2015;6;22;27,8;30,7;28,8;28,775;30,9;26,6;-;86,25;;1012,5;76;71;68;72,75;3,819444444;90;14;130
23/06/2015;2015;6;23;28,2;29,8;27,5;28,225;30,4;26,4;-;97,5;;1013;78;68;73;74,25;3,773148148;135;12;110
24/06/2015;2015;6;24;27;29,8;26,7;28,225;30,5;25,2;-;38,75;;1013,4;81;66;77;76,25;2,847222222;90;9;90
25/06/2015;2015;6;25;27,9;30,1;27,8;27,975;30,3;27,4;-;96,25;;1013,7;80;73;84;79,25;4,768518519;90;14;100
26/06/2015;2015;6;26;27,8;28;27,7;27,875;29,8;27;1;23,75;;1013,2;82;87;80;82,75;4,884259259;90;14;120
27/06/2015;2015;6;27;28,1;30,1;28;28,425;30,4;27,3;0;100;;1014,3;85;71;80;80,25;5,324074074;90;21;100
28/06/2015;2015;6;28;27,8;30,2;27,4;28,45;30,3;26,4;0;96,25;;1015,7;82;71;80;78,75;3,888888889;90;14;100
29/06/2015;2015;6;29;27,3;30,5;26,5;28,15;30,7;26,3;-;92,5;;1015,7;79;71;86;78,75;3,148148148;90;11;100
30/06/2015;2015;6;30;27,3;29,7;27;27,825;29,9;26,1;-;97,5;;1014,6;79;71;84;78,25;3,518518519;90;12;100
01/07/2015;2015;7;1;27,3;29,87;26,5;27,7425;30,1;26,3;0;100;;1014,8;75;68;86;76;4,111111111;90;16;100
02/07/2015;2015;7;2;27,3;27,5;26,5;27,15;29,1;25,1;2,9;9;;1014,8;77;78;84;79;3,5;90;11;110
03/07/2015;2015;7;3;26,9;29,7;27,2;27,675;29,7;26,2;0;74;;1012,9;74;66;81;73,75;4,666666667;90;16;80
04/07/2015;2015;7;4;27,1;29,5;26,7;27,6;29,6;25,3;0;99;;1012,3;76;69;80;75,25;3,777777778;90;11;130
05/07/2015;2015;7;5;27,4;29,7;26,8;27,825;29,9;25,5;0;98;;1012,7;72;66;78;72;3,333333333;90;11;100
06/07/2015;2015;7;6;27,1;29,7;27;27,725;29,9;26,2;0;96;;1011,9;77;78;82;78,5;4,333333333;90;13;100
07/07/2015;2015;7;7;27,1;29,5;27;27,675;29,9;26,4;0;96;;1010,9;81;71;84;79,25;4,055555556;90;11;100
08/07/2015;2015;7;8;27,1;30,1;27;27,825;30,1;26,6;0;83;;1011,6;76;70;80;75,5;3,944444444;90;12;100
09/07/2015;2015;7;9;27;28,7;26,9;27,4;28,8;25,9;1,5;21;;1011,7;76;74;81;76,75;3,833333333;90;13;110
10/07/2015;2015;7;10;27,1;29,4;27,2;27,7;29,8;26,9;0;98;;1012,2;78;74;79;77,25;5,277777778;90;16;120
11/07/2015;2015;7;11;27,4;28,7;27,8;27,825;29,2;27;0;33;;1012,2;83;80;78;81;6,722222222;90;22;80
12/07/2015;2015;7;12;27,5;29;27,7;27,925;29,9;27,3;0;93;;1011,1;80;73;85;79,5;7,944444444;90;21;100
13/07/2015;2015;7;13;27,9;29,6;27,7;28,275;30,2;27,2;0;91;;1011,2;83;76;80;80,5;8,888888889;90;24;90
14/07/2015;2015;7;14;28,6;28,6;27,5;28,325;29,2;26,8;0;51;;1010,4;70;74;77;72,75;6,388888889;90;21;100
15/07/2015;2015;7;15;27,4;29,4;27,2;27,85;29,6;26,2;0;79;;1011;74;69;73;72,5;7;90;21;100
