Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah
21/01/2015;2015;1;21;24,2;29,1;26,4;25,975;32;24;2,4;10;;981,8;80;51;64;68,75;1,5;CALM;3;135
22/01/2015;2015;1;22;24,1;30,7;23,6;25,625;32,8;22,2;0,8;55;;981,8;83;50;69;71,25;0,8;CALM;2;90
23/01/2015;2015;1;23;23;29,6;26,2;25,45;32;23;4;31;;981,9;83;47;69;70,5;1,8;T;2;90
24/01/2015;2015;1;24;24,8;29,8;26,4;26,45;31,8;22,4;4,5;36;;981,6;81;46;69;69,25;1,4;CALM;4;90
25/01/2015;2015;1;25;23,4;30,4;25,4;25,65;34;21;-;70;;981,3;87;50;69;73,25;1,5;T;4;90
26/01/2015;2015;1;26;22,3;30;27;25,4;31,8;22,6;12,7;50;;981,4;80;52;73;71,25;1,5;CALM;5;135
27/01/2015;2015;1;27;24,4;31,4;27,4;26,9;33;23,2;-;67;;980,1;83;54;74;73,5;1,2;T;2;90
28/01/2015;2015;1;28;25;30,6;26,2;26,7;32,3;23;-;50;;978,8;83;50;76;73;1,5;T;4;90
29/01/2015;2015;1;29;24;30,4;27,8;26,55;33,6;23,4;7,9;50;;980,4;88;51;81;77;1,7;CALM;2;135
30/01/2015;2015;1;30;24,4;30,4;24,2;25,85;33;22,4;6,3;35;;981,6;83;50;74;72,5;0,8;CALM;2;180
31/01/2015;2015;1;31;23,3;29,2;22,4;24,55;31,2;22;65;0;;977,6;97;79;95;92;0,3;calm;2;270
01/02/2015;2015;2;1;23,8;29,8;25,6;25,75;31;22;31.7.;20;;981,7;86;53;76;75,25;2,5;CALM;4;135
02/02/2015;2015;2;2;23,3;29,2;27;25,7;32,4;22;2,2;35;;981,8;83;64;83;78,25;1,3;CALM;5;135
03/02/2015;2015;2;3;23,4;31;26,2;26;32,2;22,8;0,3;80;;981,7;89;53;75;76,5;3,1;T;5;90
04/02/2015;2015;2;4;24,4;30;26,8;26,4;32,6;23,2;7;60;;983,3;86;53;75;75;1,1;CALM;4;90
05/02/2015;2015;2;5;23;29,8;23,6;24,85;32,4;22;29,1;50;;983,6;81;56;73;72,75;3,8;T;6;90
06/02/2015;2015;2;6;23;28,2;28;25,55;31,4;21,8;7,3;10;;982,5;86;49;80;75,25;2,2;CALM;4;135
07/02/2015;2015;2;7;23,8;29,6;23,8;25,25;30;21,6;7;40;;983,5;86;53;77;75,5;1,8;T;2;90
08/02/2015;2015;2;8;24,8;29,8;24.1.;19,85;32,1;21,6;27,9;35;;980,8;83;49;80;73,75;1,7;T;6;90
09/02/2015;2015;2;9;22,8;29,8;25;25,1;32,2;21,2;0,2;20;;982;91;43;72;74,25;2,8;T;6;90
10/02/2015;2015;2;10;23,2;29,8;24;25,05;32;22,8;17,9;20;;983,7;83;54;60;70;3;T;5;90
11/02/2015;2015;2;11;23,4;30,6;24,2;25,4;32,8;22;13,8;35;;980,7;84;47;70;71,25;2,1;S;4;180
12/02/2015;2015;2;12;23;29,6;24;24,9;32,2;22,2;9,3;10;;981,8;88;59;81;79;1,4;T;2;90
13/02/2015;2015;2;13;22,8;29,8;24,8;25,05;30,8;22,2;49,3;30;;983,1;84;51;67;71,5;2,9;S;6;180
14/02/2015;2015;2;14;23,2;30;26,2;25,65;31,4;22,4;36;20;;983;81;47;70;69,75;4,1;S;8;135
15/02/2015;2015;2;15;25;31;28,2;27,3;33,4;22;3,4;60;;981,4;80;50;70;70;1,9;T;5;90
16/02/2015;2015;2;16;23,6;31,2;28,4;26,7;32,6;22,2;-;80;;979,8;81;46;76;71;1,2;T;2;90
17/02/2015;2015;2;17;24;31,2;28;26,8;33;21,8;-;85;;981,5;91;56;81;79,75;1,1;T;2;90
18/02/2015;2015;2;18;23,4;30,8;27,6;26,3;32,2;22,8;-;80;;982,4;89;50;79;76,75;2,7;CALM;4;135
19/02/2015;2015;2;19;25;31,4;24,4;26,45;33;22,2;-;45;;981,6;88;49;73;74,5;2,2;CALM;6;135
20/02/2015;2015;2;20;23;29,4;26,8;25,55;31,4;22,8;8,7;65;;980,8;83;54;71;72,75;1,6;CALM;5;90
21/02/2015;2015;2;21;23,6;31,2;27;26,35;32;22;-;75;;981,8;80;51;64;68,75;1,5;CALM;3;135
22/02/2015;2015;2;22;24;30,8;27,4;26,55;33,2;23,2;-;85;;981,8;83;50;69;71,25;0,8;CALM;2;90
23/02/2015;2015;2;23;24,6;31,2;24,8;26,3;33,2;21,4;-;35;;981,9;83;47;69;70,5;1,8;T;2;90
24/02/2015;2015;2;24;22,4;30,1;24;24,725;33;22;48,5;60;;981,6;81;46;69;69,25;1,4;CALM;4;90
25/02/2015;2015;2;25;22,8;30,3;26,8;25,675;31,4;22,1;-;40;;981,3;87;50;69;73,25;1,5;T;4;90
26/02/2015;2015;2;26;23,2;31,8;26;26,05;32,8;22,4;-;63;;981,4;80;52;73;71,25;1,5;CALM;5;135
27/02/2015;2015;2;27;24,2;31,2;24,2;25,95;32,4;22;-;40;;980,1;83;54;74;73,5;1,2;T;2;90
28/02/2015;2015;2;28;23,2;31,2;25,4;25,75;32;23;-;0;;978,8;83;50;76;73;1,5;T;4;90
01/03/2015;2015;3;1;24,8;30,8;26;26,6;32,4;21,8;3;55;;981,7;86;53;76;75,25;2,5;CALM;4;135
02/03/2015;2015;3;2;23;30;26,4;25,6;32,2;22;23,8;70;;981,8;83;64;83;78,25;1,3;CALM;5;135
03/03/2015;2015;3;3;22,6;30,2;24,8;25,05;31,8;22,2;-;40;;981,7;89;53;75;76,5;3,1;T;5;90
04/03/2015;2015;3;4;23,1;30;26,4;25,65;34,6;22;39,3;74;;983,3;86;53;75;75;1,1;CALM;4;90
05/03/2015;2015;3;5;23;30;22,4;24,6;35,4;22,2;-;30;;983,6;81;56;73;72,75;3,8;T;6;90
06/03/2015;2015;3;6;23,2;29,2;24;24,9;30,2;22,2;29,1;25;;982,5;86;49;80;75,25;2,2;CALM;4;135
07/03/2015;2015;3;7;23,2;28,8;27,6;25,7;30,6;22,6;11,4;25;;983,5;86;53;77;75,5;1,8;T;2;90
08/03/2015;2015;3;8;24;30;25,6;25,9;32,4;22,8;16,1;55;;980,8;83;49;80;73,75;1,7;T;6;90
09/03/2015;2015;3;9;23,8;30,6;28,6;26,7;32;22,3;1;10;;982;91;43;72;74,25;2,8;T;6;90
10/03/2015;2015;3;10;24,3;30,3;25,8;26,175;33,2;23;0,3;60;;983,7;83;54;60;70;3;T;5;90
11/03/2015;2015;3;11;23;29,2;25,3;25,125;33;23;8,4;10;;980,7;84;47;70;71,25;2,1;S;4;180
12/03/2015;2015;3;12;24;30;26,8;26,2;33;23,2;-;47;;981,8;88;59;81;79;1,4;T;2;90
13/03/2015;2015;3;13;24;30;26,8;26,2;32,6;22,8;22,3;60;;983,1;84;51;67;71,5;2,9;S;6;180
14/03/2015;2015;3;14;24;30,4;24;25,6;32,2;22,8;-;35;;983;81;47;70;69,75;4,1;S;8;135
15/03/2015;2015;3;15;23,2;30,6;25;25,5;32;22,4;4,3;55;;981,4;80;50;70;70;1,9;T;5;90
16/03/2015;2015;3;16;22,2;30,8;25,6;25,2;32,2;22;5,2;80;;979,8;81;46;76;71;1,2;T;2;90
17/03/2015;2015;3;17;23,4;29,9;26,4;25,775;35;23,2;5,2;85;;981,5;91;56;81;79,75;1,1;T;2;90
18/03/2015;2015;3;18;24,8;31,6;27;27,05;33,6;24,2;-;80;;982,4;89;50;79;76,75;2,7;CALM;4;135
19/03/2015;2015;3;19;24,4;29,2;26,4;26,1;31,4;22,6;-;15;;981,6;88;49;73;74,5;2,2;CALM;6;135
20/03/2015;2015;3;20;24,2;29,6;26;26;31,4;20,8;11,7;40;;980,8;83;54;71;72,75;1,6;CALM;5;90
21/03/2015;2015;3;21;24,4;30,6;24;25,85;32;20,3;5,6;65;;981,8;80;51;64;68,75;1,5;CALM;3;135
22/03/2015;2015;3;22;24,2;30,8;24,8;26;34;22,2;1;70;;981,8;83;50;69;71,25;0,8;CALM;2;90
23/03/2015;2015;3;23;23,2;31,1;23,8;25,325;33,2;22,8;5;70;;981,9;83;47;69;70,5;1,8;T;2;90
24/03/2015;2015;3;24;23,6;30,8;25,2;25,8;32,6;22;6;45;;981,6;81;46;69;69,25;1,4;CALM;4;90
25/03/2015;2015;3;25;22,8;30,6;26,6;25,7;32,8;22,2;60;45;;981,3;87;50;69;73,25;1,5;T;4;90
26/03/2015;2015;3;26;23,8;30,6;24,2;25,6;32,6;22;-;60;;981,4;80;52;73;71,25;1,5;CALM;5;135
27/03/2015;2015;3;27;23;30,2;23,8;25;33,4;21,8;8,6;61;;980,1;83;54;74;73,5;1,2;T;2;90
28/03/2015;2015;3;28;22,8;30,6;24,2;25,1;33,3;22;2,6;55;;978,8;83;50;76;73;1,5;T;4;90
29/03/2015;2015;3;29;24;31;26,3;26,325;33;22,8;5,5;60;;980,4;88;51;81;77;1,7;CALM;2;135
30/03/2015;2015;3;30;23,6;32;25,4;26,15;33,6;22,8;-;65;;981,6;83;50;74;72,5;0,8;CALM;2;180
31/03/2015;2015;3;31;23,2;30,8;28,8;26,5;33;22,6;0,2;0;;979,8;93;64;82;83;1,1;calm;2;90
01/04/2015;2015;4;1;24;31,6;25;26,15;34;22,4;-;75;;981,7;86;53;76;75,25;2,5;CALM;4;135
02/04/2015;2015;4;2;24;31,5;27;26,625;32,6;22,4;32,4;75;;981,8;83;64;83;78,25;1,3;CALM;5;135
03/04/2015;2015;4;3;24;30,2;24,8;25,75;32,2;22,4;0,6;45;;981,7;89;53;75;76,5;3,1;T;5;90
04/04/2015;2015;4;4;24,2;31,2;25,2;26,2;33,2;22,2;23,4;60;;983,3;86;53;75;75;1,1;CALM;4;90
05/04/2015;2015;4;5;23,6;31,2;26,2;26,15;34,8;23,2;0,6;80;;983,6;81;56;73;72,75;3,8;T;6;90
06/04/2015;2015;4;6;24;31,4;23,2;25,65;33,4;22;4,3;50;;982,5;86;49;80;75,25;2,2;CALM;4;135
07/04/2015;2015;4;7;23,4;27,2;23;24,25;33;21,2;51,9;25;;983,5;86;53;77;75,5;1,8;T;2;90
08/04/2015;2015;4;8;21,8;29,4;28;25,25;30,8;21,2;62;55;;980,8;83;49;80;73,75;1,7;T;6;90
09/04/2015;2015;4;9;23,8;31;24,1;25,675;32,3;21,1;-;55;;982;91;43;72;74,25;2,8;T;6;90
10/04/2015;2015;4;10;23;31;26,8;25,95;32,6;22,4;32,3;90;;983,7;83;54;60;70;3;T;5;90
11/04/2015;2015;4;11;23,6;31,2;25;25,85;32,6;22,6;-;65;;980,7;84;47;70;71,25;2,1;S;4;180
12/04/2015;2015;4;12;23,2;30,6;25;25,5;32,8;22,4;7;55;;981,8;88;59;81;79;1,4;T;2;90
13/04/2015;2015;4;13;23,8;28,6;26;25,55;31,4;21,8;12,3;20;;983,1;84;51;67;71,5;2,9;S;6;180
14/04/2015;2015;4;14;23,6;30,2;27,6;26,25;32,4;22;20,9;60;;983;81;47;70;69,75;4,1;S;8;135
15/04/2015;2015;4;15;23,4;30,2;26,2;25,8;33,2;23,4;-;60;;981,4;80;50;70;70;1,9;T;5;90
16/04/2015;2015;4;16;24,6;31,2;23,8;26,05;34;22,4;15;60;;979,8;81;46;76;71;1,2;T;2;90
17/04/2015;2015;4;17;3,6;29,6;25;15,45;32;22;31,6;55;;981,5;91;56;81;79,75;1,1;T;2;90
18/04/2015;2015;4;18;24;30;26,6;26,15;33;22,6;0;45;;982,4;89;50;79;76,75;2,7;CALM;4;135
19/04/2015;2015;4;19;23,8;29,9;26,8;26,075;32,4;22,4;62,8;20;;981,6;88;49;73;74,5;2,2;CALM;6;135
20/04/2015;2015;4;20;25;31,4;24,4;26,45;32,6;22,2;11,8;60;;980,8;83;54;71;72,75;1,6;CALM;5;90
21/04/2015;2015;4;21;24;30,8;26;26,2;33,6;23;33,5;40;;981,8;80;51;64;68,75;1,5;CALM;3;135
22/04/2015;2015;4;22;25;32,2;25,4;26,9;34;22,8;-;60;;981,8;83;50;69;71,25;0,8;CALM;2;90
23/04/2015;2015;4;23;23,8;30,4;23,4;25,35;31,2;22,2;27,3;60;;981,9;83;47;69;70,5;1,8;T;2;90
24/04/2015;2015;4;24;23,2;30;26,2;25,65;31,4;22,4;24,9;60;;981,6;81;46;69;69,25;1,4;CALM;4;90
25/04/2015;2015;4;25;23,4;27,2;26,4;25,1;31,4;22,8;28,9;08.00-16.00;;981,3;87;50;69;73,25;1,5;T;4;90
26/04/2015;2015;4;26;23,8;26,2;25,8;24,9;28;22,4;-;08.00-16.00;;981,4;80;52;73;71,25;1,5;CALM;5;135
27/04/2015;2015;4;27;23,2;30,8;26,2;25,85;32,2;22,4;-;70;;980,1;83;54;74;73,5;1,2;T;2;90
28/04/2015;2015;4;28;24;29,8;26,8;26,15;30,3;22,8;-;20;;978,8;83;50;76;73;1,5;T;4;90
29/04/2015;2015;4;29;23,8;30,8;27,4;26,45;33,4;22,6;1,2;75;;980,4;88;51;81;77;1,7;CALM;2;135
30/04/2015;2015;4;30;23,6;30,1;26,2;25,875;32,2;22;-;25;;981,6;83;50;74;72,5;0,8;CALM;2;180
01/05/2015;2015;5;1;23,4;30;26,6;25,85;33;23;90,9;55;;981,7;86;53;76;75,25;2,5;CALM;4;135
02/05/2015;2015;5;2;24;30,4;25,2;25,9;31,8;22,4;5,3;45;;981,8;83;64;83;78,25;1,3;CALM;5;135
03/05/2015;2015;5;3;23,1;27,2;26,2;24,9;30;22,8;42,9;5;;981,7;89;53;75;76,5;3,1;T;5;90
04/05/2015;2015;5;4;23,6;30,4;25;25,65;30,4;21,4;-;25;;983,3;86;53;75;75;1,1;CALM;4;90
05/05/2015;2015;5;5;23;30,4;27,2;25,9;3;21;1,3;75;;983,6;81;56;73;72,75;3,8;T;6;90
06/05/2015;2015;5;6;23;30,2;26;25,55;31,6;20,6;-;90;;982,5;86;49;80;75,25;2,2;CALM;4;135
07/05/2015;2015;5;7;22,2;29,4;27,6;25,35;32;20,4;-;90;;983,5;86;53;77;75,5;1,8;T;2;90
08/05/2015;2015;5;8;22,2;30,6;25,8;25,2;32,2;20,4;-;95;;980,8;83;49;80;73,75;1,7;T;6;90
09/05/2015;2015;5;9;23,6;29,4;23,6;25,05;32,4;20,4;-;50;;982;91;43;72;74,25;2,8;T;6;90
10/05/2015;2015;5;10;23,8;30,2;26,2;26;32,1;21,6;15,4;50;;983,7;83;54;60;70;3;T;5;90
11/05/2015;2015;5;11;23,4;31,2;26,6;26,15;33,2;23;-;75;;980,7;84;47;70;71,25;2,1;S;4;180
12/05/2015;2015;5;12;24,4;31;25,4;26,3;33;23,2;4,3;35;;981,8;88;59;81;79;1,4;T;2;90
13/05/2015;2015;5;13;25,6;30,6;27,2;27,25;32,6;23,2;33,8;25;;983,1;84;51;67;71,5;2,9;S;6;180
14/05/2015;2015;5;14;26;30,8;27;27,45;33;23,1;-;80;;983;81;47;70;69,75;4,1;S;8;135
15/05/2015;2015;5;15;24,2;31,4;26,4;26,55;32,4;20,8;-;90;;981,4;80;50;70;70;1,9;T;5;90
16/05/2015;2015;5;16;23;29,8;26,1;25,475;31,1;20,8;-;95;;979,8;81;46;76;71;1,2;T;2;90
17/05/2015;2015;5;17;22,8;30,8;25,4;25,45;32,2;19,2;-;90;;981,5;91;56;81;79,75;1,1;T;2;90
18/05/2015;2015;5;18;20,4;29,8;26,8;24,35;32,3;17,5;-;80;;982,4;89;50;79;76,75;2,7;CALM;4;135
19/05/2015;2015;5;19;19,3;29,1;25,4;23,275;31,2;18,2;-;85;;981,6;88;49;73;74,5;2,2;CALM;6;135
20/05/2015;2015;5;20;25,2;28,4;25,4;26,05;32,6;18;-;90;;980,8;83;54;71;72,75;1,6;CALM;5;90
21/05/2015;2015;5;21;20,2;29,6;26,2;24,05;32,2;17,6;-;85;;981,8;80;51;64;68,75;1,5;CALM;3;135
22/05/2015;2015;5;22;20,8;30,4;26,1;24,525;32,3;20,4;-;85;;981,8;83;50;69;71,25;0,8;CALM;2;90
23/05/2015;2015;5;23;21,8;30;25,8;24,85;32,2;21,2;-;80;;981,9;83;47;69;70,5;1,8;T;2;90
24/05/2015;2015;5;24;22,6;30,6;25,4;25,3;32,8;21,4;0,3;75;;981,6;81;46;69;69,25;1,4;CALM;4;90
25/05/2015;2015;5;25;22,6;31;27,2;25,85;32,2;22,8;-;60;;981,3;87;50;69;73,25;1,5;T;4;90
26/05/2015;2015;5;26;23,8;30,8;25,4;25,95;31,8;22,4;1;45;;981,4;80;52;73;71,25;1,5;CALM;5;135
27/05/2015;2015;5;27;24;30,8;27;26,45;33,4;23,2;-;85;;980,1;83;54;74;73,5;1,2;T;2;90
28/05/2015;2015;5;28;24,2;29,6;26,2;26,05;32,2;22;-;87;;978,8;83;50;76;73;1,5;T;4;90
29/05/2015;2015;5;29;22,4;30,8;26,8;25,6;31,8;22,8;-;90;;980,4;88;51;81;77;1,7;CALM;2;135
30/05/2015;2015;5;30;24;29,8;26,4;26,05;32;22;-;65;;981,6;83;50;74;72,5;0,8;CALM;2;180
31/05/2015;2015;5;31;23,8;29,8;26;25,85;30,4;22,8;-;0;;978,6;93;72;84;85,5;1,8;T;4;90
01/06/2015;2015;6;1;24,6;31;26,8;26,75;32,6;22;-;45;;981,7;86;53;76;75,25;2,5;CALM;4;135
02/06/2015;2015;6;2;24,1;29,1;26;25,825;32,2;23;-;45;;981,8;83;64;83;78,25;1,3;CALM;5;135
03/06/2015;2015;6;3;24,4;31,1;26,4;26,575;32,4;22,8;-;65;;981,7;89;53;75;76,5;3,1;T;5;90
04/06/2015;2015;6;4;24,8;30;26,4;26,5;32,2;22,6;-;70;;983,3;86;53;75;75;1,1;CALM;4;90
05/06/2015;2015;6;5;23,8;29,4;26,6;25,9;31;22,4;-;75;;983,6;81;56;73;72,75;3,8;T;6;90
06/06/2015;2015;6;6;24;28,4;26,2;25,65;30,4;23,2;-;40;;982,5;86;49;80;75,25;2,2;CALM;4;135
07/06/2015;2015;6;7;24,2;30;25,8;26,05;31;23,1;-;55;;983,5;86;53;77;75,5;1,8;T;2;90
08/06/2015;2015;6;8;24,2;29,4;26,6;26,1;30,6;22,4;-;75;;980,8;83;49;80;73,75;1,7;T;6;90
09/06/2015;2015;6;9;23,8;28,4;25,8;25,45;29,2;23;3;5;;982;91;43;72;74,25;2,8;T;6;90
10/06/2015;2015;6;10;23,8;30;25,2;25,7;30;20,2;-;65;;983,7;83;54;60;70;3;T;5;90
11/06/2015;2015;6;11;22,6;29,4;25;24,9;30,2;20,2;-;90;;980,7;84;47;70;71,25;2,1;S;4;180
12/06/2015;2015;6;12;22;28,5;25,4;24,475;30,2;19,8;-;75;;981,8;88;59;81;79;1,4;T;2;90
13/06/2015;2015;6;13;21;29,2;25;24,05;30,6;19,4;-;75;;983,1;84;51;67;71,5;2,9;S;6;180
14/06/2015;2015;6;14;21,4;29,8;26;24,65;32,6;19,4;-;85;;983;81;47;70;69,75;4,1;S;8;135
15/06/2015;2015;6;15;20,2;29,2;23,4;23,25;31;17,4;-;90;;981,4;80;50;70;70;1,9;T;5;90
16/06/2015;2015;6;16;17,8;28,8;25;22,35;31,2;18,4;-;90;;979,8;81;46;76;71;1,2;T;2;90
17/06/2015;2015;6;17;20,4;29;28,4;24,55;33,2;18,8;-;90;;981,5;91;56;81;79,75;1,1;T;2;90
18/06/2015;2015;6;18;20,2;28,3;25;23,425;33,8;20;-;85;;982,4;89;50;79;76,75;2,7;CALM;4;135
19/06/2015;2015;6;19;22,8;29,4;25;25;30,3;19,6;-;90;;981,6;88;49;73;74,5;2,2;CALM;6;135
20/06/2015;2015;6;20;20,4;29;25,4;23,8;32,2;20;-;85;;980,8;83;54;71;72,75;1,6;CALM;5;90
21/06/2015;2015;6;21;23;29,2;24;24,8;30;20,4;-;60;;981,8;80;51;64;68,75;1,5;CALM;3;135
22/06/2015;2015;6;22;22;28,8;24;24,2;30,4;18,6;-;60;;981,8;83;50;69;71,25;0,8;CALM;2;90
23/06/2015;2015;6;23;19,8;29,2;24,2;23,25;30,6;17,8;-;75;;981,9;83;47;69;70,5;1,8;T;2;90
24/06/2015;2015;6;24;18;28,8;24,8;22,4;30,2;19;-;90;;981,6;81;46;69;69,25;1,4;CALM;4;90
25/06/2015;2015;6;25;20;28,8;25,8;23,65;31;19;-;82;;981,3;87;50;69;73,25;1,5;T;4;90
26/06/2015;2015;6;26;22,3;27,8;26;24,6;34,2;21,2;-;75;;981,4;80;52;73;71,25;1,5;CALM;5;135
27/06/2015;2015;6;27;22;30,2;25;24,8;31,3;20;-;55;;980,1;83;54;74;73,5;1,2;T;2;90
28/06/2015;2015;6;28;22;29,4;24,8;24,55;31,2;20,2;-;85;;978,8;83;50;76;73;1,5;T;4;90
29/06/2015;2015;6;29;21,2;29,2;24,2;23,95;31;20,8;-;90;;980,4;88;51;81;77;1,7;CALM;2;135
30/06/2015;2015;6;30;20,6;28,4;23,8;23,35;30;20,4;-;90;;981,6;83;50;74;72,5;0,8;CALM;2;180
01/07/2015;2015;7;1;22;28,4;24,8;24,3;30;19,4;-;40;;983,5;86;61;71;76;0,8;0;4;90
02/07/2015;2015;7;2;21;28;25;23,75;32;20;-;88;;979,5;91;48;79;77,25;0,3;T;2;90
03/07/2015;2015;7;3;21;30;24,43;24,1075;31;18,2;-;90;;981,6;91;46;73;75,25;2,3;T;4;45
04/07/2015;2015;7;4;20,4;29,4;25;23,8;31,4;18;-;90;;980,6;89;49;70;74,25;2,2;0;4;135
05/07/2015;2015;7;5;19,6;28,2;24;22,85;31,2;17,8;-;80;;981,6;90;54;78;78;1,2;T;2;90
06/07/2015;2015;7;6;19;28,6;24,2;22,7;31,2;19,8;-;90;;981;90;54;79;78,25;2,6;T;6;90
07/07/2015;2015;7;7;21,2;30;23,8;24,05;30,8;20,9;-;85;;979,5;87;55;78;76,75;1,6;0;3;90
08/07/2015;2015;7;8;21,4;28;23,8;23,65;31,2;20;-;45;;979,9;88;53;78;76,75;1,7;T;6;90
09/07/2015;2015;7;9;21,6;28,6;24,1;23,975;29,3;18,4;-;50;;980,9;86;57;59;72;1,1;0;2;90
10/07/2015;2015;7;10;18,8;28,8;25,6;23;30,8;18,2;-;80;;980,6;92;49;72;76,25;1,1;0;2;90
11/07/2015;2015;7;11;19;28,8;25,4;23,05;32,6;19,4;-;50;;980,6;92;54;78;79;1,1;T;2;270
12/07/2015;2015;7;12;21;29,6;26,6;24,55;32,4;20;-;75;;979,3;91;58;70;77,5;2,5;0;2;90
13/07/2015;2015;7;13;21,4;30,4;26,8;25;31,6;20;-;60;;980,1;93;55;71;78;1,8;0;4;140
14/07/2015;2015;7;14;22,3;30;26,8;25,35;32;21;-;75;;977,5;92;55;63;75,5;0,8;T;6;90
15/07/2015;2015;7;15;22,8;29,4;26;25,25;30,2;19,8;-;60;;979,1;86;55;64;72,75;3,3;T;2;90
16/07/2015;2015;7;16;20,4;29,2;26,4;24,1;31;18;-;62;;979,8;94;58;61;76,75;1,5;T;5;90
17/07/2015;2015;7;17;19,8;28,6;26;23,55;32;19,8;-;0;;979,6;87;50;82;76,5;2,5;0;4;270
18/07/2015;2015;7;18;21,4;29,2;24;24;30,4;20,2;-;76;;980,9;95;51;82;80,75;2,9;0;4;135
19/07/2015;2015;7;19;21,6;29,4;26,4;24,75;31,2;20;-;65;;980,5;93;52;79;79,25;0,2;0;6;180
20/07/2015;2015;7;20;22;29,4;26,4;24,95;31,8;19,6;-;65;;981,6;93;52;74;78;0,8;0;2;90
21/07/2015;2015;7;21;20,6;30,2;26,4;24,45;32,8;20,2;-;85;;981,5;91;47;74;75,75;0,8;0;4;180
22/07/2015;2015;7;22;20,6;29,4;24;23,65;32,6;17,6;-;68;;983;96;56;80;82;0,8;T;4;180
23/07/2015;2015;7;23;18,4;29,2;25;22,75;31,6;18,8;-;60;;983,7;84;57;79;76;2,2;0;4;90
24/07/2015;2015;7;24;20;29,2;24;23,3;31;20;-;70;;981,9;91;59;82;80,75;2;0;4;135
25/07/2015;2015;7;25;22;29,2;26;24,8;32,6;19,2;-;90;;982,3;89;47;72;74,25;1,8;0;4;90
26/07/2015;2015;7;26;20,3;28;26;23,65;32,2;19;-;72;;976,5;91;56;79;79,25;0,9;0;5;90
27/07/2015;2015;7;27;21,4;29,4;26,1;24,575;30,4;21;-;80;;982,8;87;59;78;77,75;2,3;T;3;90
28/07/2015;2015;7;28;22,4;28,8;24,8;24,6;32,4;19,4;-;60;;983,3;88;59;79;78,5;1,1;T;4;135
29/07/2015;2015;7;29;20;28,8;25;23,45;32,6;21,2;-;85;;982,2;96;60;81;83,25;1,8;T;4;90
30/07/2015;2015;7;30;23;29;25;25;30,6;22;-;45;;980,2;91;64;87;83,25;2,1;T;4;270
