Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah
27/09/2016;2016;9;27;25,4;30,8;29,8;27,9;31,4;23,6;17;94;;1009,3;87;73;76;81;5;40;8;0
28/09/2016;2016;9;28;24,2;30,8;29,4;27,2;31,2;24,2;3;69;;1009,5;95;70;73;83;4;200;9;0
29/09/2016;2016;9;29;26,6;31,0;29,8;28,5;31,8;25,4;0;100;;1009,0;90;71;72;81;5;50;11;0
30/09/2016;2016;9;30;28,6;31,4;29,2;29,5;31,8;24,6;-;100;;1008,6;76;67;74;74;6;30;12;0
01/10/2016;2016;10;1;28,0;31,4;30,0;29,4;31,6;24,6;#REF!;100;;#REF!;100;67;70;84;5;#N/A;13;0
02/10/2016;2016;10;2;25,2;31,0;28,0;27,4;31,8;24,6;-;85;;1010,1;93;66;79;83;6;190;22;0
03/10/2016;2016;10;3;24,8;32,7;30,0;28,1;30,6;24,8;-;100;;1009,1;93;59;73;80;5;210;20;0
04/10/2016;2016;10;4;26,1;30,2;29,4;28,0;31,3;25,0;-;66;;1008,5;88;70;73;80;4;70;8;0
05/10/2016;2016;10;5;25,6;31,5;30,0;28,2;31,8;25,6;-;93;;1008,9;93;69;69;81;6;50;10;0
06/10/2016;2016;10;6;26,0;32,1;30,4;28,6;32,4;25,5;-;100;;1009,8;90;67;72;80;5;170;9;0
07/10/2016;2016;10;7;25,6;31,2;30,0;28,1;32,0;25,6;-;45;;1010,1;82;64;68;74;5;200;9;0
08/10/2016;2016;10;8;26,9;24,1;24,6;25,6;31,3;24,1;64;100;;1010,8;84;97;97;90;3;200;5;0
09/10/2016;2016;10;9;25,0;31,4;27,4;27,2;31,7;25,0;43;54;;1010,2;91;66;84;83;5;150;8;0
10/10/2016;2016;10;10;25,1;26,9;26,8;26,0;34,6;25,0;7;24;;1009,9;94;84;86;90;5;90;9;0
11/10/2016;2016;10;11;25,2;31,2;29,0;27,7;31,4;23,8;29;100;;1009,4;90;65;78;81;5;160;15;0
12/10/2016;2016;10;12;25,6;31,0;29,6;28,0;31,2;25,2;-;100;;1008,9;95;72;75;84;4;40;19;0
13/10/2016;2016;10;13;26,5;28,9;28,4;27,6;29,8;25,6;-;15;;1008,8;90;82;80;85;4;160;8;0
14/10/2016;2016;10;14;26,4;29,2;29,0;27,8;30,6;24,8;-;31;;1009,0;89;78;79;84;4;140;9;0
15/10/2016;2016;10;15;25,1;31,0;29,8;27,8;31,6;25,1;-;93;;1009,2;93;63;66;79;9;30;99;0
16/10/2016;2016;10;16;25,8;31,2;29,8;28,2;31,6;25,6;-;88;;1009,0;90;71;76;82;4;190;10;0
17/10/2016;2016;10;17;26,2;31,6;30,0;28,5;32,2;25,4;-;100;;1008,5;86;69;72;78;4;180;9;0
18/10/2016;2016;10;18;25,8;32,0;30,2;28,5;32,2;25,4;-;100;;1008,6;82;61;72;74;4;200;7;0
19/10/2016;2016;10;19;25,6;31,6;30,4;28,3;32,0;24,6;-;100;;1008,1;89;64;69;78;5;170;11;0
20/10/2016;2016;10;20;26,0;31,8;30,0;28,5;32,2;25,4;0;100;;1007,7;90;68;78;82;5;60;10;0
21/10/2016;2016;10;21;26,4;26,8;28,2;27,0;29,4;25,2;0;3;;1009,1;84;84;82;84;6;200;25;0
22/10/2016;2016;10;22;26,6;29,2;28,0;27,6;30,6;24,2;30;65;;1009,9;84;78;82;82;5;90;13;0
23/10/2016;2016;10;23;24,2;28,2;23,8;25,1;28,2;23,4;38;0;;1010,4;98;82;97;94;3;170;11;0
24/10/2016;2016;10;24;24,0;24,6;26,6;24,8;27,7;24,0;11;9;;1009,9;95;95;84;92;5;270;10;0
25/10/2016;2016;10;25;25,2;30,2;29,0;27,4;30,8;23,8;-;31;;1009,6;92;72;75;83;5;50;8;0
26/10/2016;2016;10;26;26,5;28,6;29,8;27,9;31,2;24,6;19;75;;1010,4;91;75;72;82;4;60;9;0
27/10/2016;2016;10;27;25,4;30,5;27,9;27,3;31,0;25,3;0;70;;1010,7;93;69;78;83;5;20;8;0
28/10/2016;2016;10;28;25,6;30,0;28,8;27,5;30,4;25,6;-;0;;1010,0;93;74;77;84;4;340;6;0
29/10/2016;2016;10;29;26,1;31,6;27,2;27,8;32,1;25,4;0;100;;1009,3;86;66;85;81;5;40;9;0
30/10/2016;2016;10;30;26,7;31,8;30,3;28,9;32,0;25,6;-;100;;1009,5;83;66;71;76;5;20;9;0
31/10/2016;2016;10;31;25,9;31,8;30,0;28,4;32,0;#REF!;-;0;;1009,7;91;62;72;79;#N/A;90;#N/A;0
01/01/2017;2017;1;1;26,2;32,2;29,6;28,6;31,6;24,0;82;100;;1007,6;100;66;73;85;5;310;10;0
02/01/2017;2017;1;2;25,2;30,2;28,6;27,3;31,1;24,0;12;45;;1008,0;93;73;81;85;3;330;6;0
03/01/2017;2017;1;3;24,4;30,0;28,0;26,7;31,0;24,4;0;48;;1007,4;98;69;83;87;4;240;8;0
04/01/2017;2017;1;4;25,4;30,6;27,0;27,1;31,2;25,4;0;79;;1007,4;90;71;80;83;5;270;13;0
05/01/2017;2017;1;5;25,2;29,8;28,4;27,2;31,0;25,2;-;48;;1007,5;96;73;79;86;5;290;12;0
06/01/2017;2017;1;6;25,6;27,2;27,6;26,5;33,2;24,8;1;0;;1006,8;95;83;80;88;4;290;13;0
07/01/2017;2017;1;7;24,6;29,2;29,2;26,9;31,2;24,6;-;95;;1006,5;94;77;79;86;5;310;11;0
08/01/2017;2017;1;8;24,7;30,7;29,4;27,4;31,4;24,7;-;100;;1006,4;94;74;77;85;5;220;10;0
09/01/2017;2017;1;9;25,6;30,0;29,2;27,6;31,0;25,0;-;100;;1007,2;93;74;74;84;5;340;11;0
10/01/2017;2017;1;10;25,4;32,2;29,6;28,2;32,4;25,4;0;100;;1008,2;96;62;74;82;5;200;13;0
11/01/2017;2017;1;11;25,6;31,4;29,2;28,0;32,0;25,4;-;100;;1007,8;92;71;79;84;6;280;12;0
12/01/2017;2017;1;12;25,8;30,2;24,2;26,5;31,4;23,4;55;44;;1007,4;89;76;98;88;6;280;18;0
13/01/2017;2017;1;13;24,2;29,6;26,6;26,2;30,4;24,0;19;15;;1007,7;97;74;97;91;5;210;13;0
14/01/2017;2017;1;14;24,4;29,9;26,2;26,2;30,2;24,0;0;34;;1008,4;97;76;86;89;6;250;9;0
15/01/2017;2017;1;15;24,0;29,6;28,3;26,5;31,0;23,7;5;33;;1008,5;95;70;75;84;9;260;99;0
16/01/2017;2017;1;16;24,1;27,8;27,7;25,9;28,4;24,0;0;0;;1008,6;96;80;81;88;6;220;13;0
17/01/2017;2017;1;17;24,0;27,9;27,1;25,8;28,6;23,8;1;11;;1010,1;97;80;82;89;5;270;11;0
18/01/2017;2017;1;18;24,2;30,8;29,4;27,2;32,0;24,2;-;89;;1010,4;93;67;74;82;7;290;10;0
19/01/2017;2017;1;19;24,6;30,2;28,8;27,1;29,0;24,6;0;34;;1009,7;95;70;79;85;6;280;13;0
20/01/2017;2017;1;20;24,8;30,6;23,1;25,8;30,6;23,1;28;74;;1009,6;97;69;97;90;7;220;27;0
21/01/2017;2017;1;21;24,6;29,9;28,7;27,0;31,6;24,6;-;78;;1010,7;92;72;78;83;5;270;8;0
22/01/2017;2017;1;22;24,8;31,0;28,4;27,3;31,5;24,6;-;100;;1010,8;90;68;80;82;6;260;13;0
23/01/2017;2017;1;23;25,0;30,2;24,2;26,1;31,4;24,0;4;39;;1010,5;93;68;95;87;5;280;11;0
24/01/2017;2017;1;24;24,2;29,2;28,8;26,6;30,5;24,2;2;64;;1010,6;94;77;76;85;4;190;8;0
25/01/2017;2017;1;25;24,8;29,5;27,8;26,7;31,3;23,8;1;28;;1010,5;97;76;83;88;6;280;15;0
26/01/2017;2017;1;26;24,2;27,4;26,5;25,6;29,8;23,5;0;14;;1009,8;88;80;83;85;6;230;15;0
27/01/2017;2017;1;27;25,4;29,2;28,6;27,2;30,0;24,5;1;14;;1008,2;92;77;79;85;6;270;12;0
28/01/2017;2017;1;28;24,6;28,6;27,7;26,4;30,1;24,2;1;13;;1008,3;90;78;81;85;6;290;10;0
29/01/2017;2017;1;29;24,8;28,0;27,5;26,3;28,8;24,6;0;0;;1009,2;90;80;81;85;5;270;10;0
30/01/2017;2017;1;30;24,6;29,4;29,0;26,9;30,0;24,6;-;78;;1008,8;93;75;77;85;6;280;15;0
31/01/2017;2017;1;31;25,2;27,2;25,8;25,9;30,2;#REF!;-;0;;811,1;93;89;92;92;4;250;7;0
01/02/2017;2017;2;1;25,2;30,2;26,4;26,8;30,4;23,6;15;100;;1009,6;100;72;90;91;7;260;18;0
02/02/2017;2017;2;2;23,8;28,4;27,2;25,8;28,6;23,0;7;6;;1009,6;91;73;86;85;6;250;15;0
03/02/2017;2017;2;3;24,6;26,8;25,4;25,4;29,6;23,4;19;25;;1008,1;90;86;97;91;8;280;19;0
04/02/2017;2017;2;4;24,2;30,8;28,4;26,9;30,8;24,2;-;60;;1006,8;94;71;69;82;7;250;16;0
05/02/2017;2017;2;5;25,2;30,0;28,6;27,3;30,4;23,4;8;70;;1006,4;90;77;78;84;8;260;20;0
06/02/2017;2017;2;6;24,4;29,8;28,2;26,7;30,6;24,4;0;96;;1006,4;95;78;82;87;9;260;17;0
07/02/2017;2017;2;7;27,5;29,8;26,0;27,7;30,4;25,2;6;59;;1006,9;82;72;86;80;14;280;23;0
08/02/2017;2017;2;8;27,2;26,9;27,8;27,3;29,0;24,1;4;1;;1007,4;83;85;82;83;11;280;20;0
09/02/2017;2017;2;9;25,7;26,8;27,4;26,4;27,6;24,6;15;3;;1007,5;90;84;82;87;7;280;14;0
10/02/2017;2017;2;10;25,4;28,4;27,1;26,6;29,4;25,0;0;6;;1008,3;89;76;86;85;8;270;15;0
11/02/2017;2017;2;11;25,2;25,8;27,0;25,8;28,6;23,9;0;9;;1010,7;93;86;80;88;8;290;19;0
12/02/2017;2017;2;12;24,2;27,4;28,0;26,0;29,4;23,8;2;36;;1386,8;97;78;78;88;6;270;12;0
13/02/2017;2017;2;13;24,5;30,0;26,0;26,3;30,4;23,6;16;60;;1012,0;94;73;93;89;5;250;12;0
14/02/2017;2017;2;14;23,6;29,8;27,6;26,2;30,6;23,6;0;61;;1012,1;97;70;86;87;5;90;11;0
15/02/2017;2017;2;15;24,2;30,8;27,9;26,8;31,2;23,2;18;94;;1011,6;93;70;84;85;9;210;99;0
16/02/2017;2017;2;16;23,6;30,2;28,0;26,4;30,8;23,6;-;38;;1011,1;95;67;80;84;5;220;9;0
17/02/2017;2017;2;17;24,6;30,0;28,6;27,0;30,8;24,4;1;85;;1011,3;92;70;81;84;4;220;9;0
18/02/2017;2017;2;18;24,7;27,4;27,0;26,0;29,0;24,0;3;14;;1011,3;95;78;83;88;3;290;6;0
19/02/2017;2017;2;19;24,2;30,0;28,8;26,8;31,0;24,2;0;88;;1009,8;97;74;78;86;5;290;10;0
20/02/2017;2017;2;20;25,5;29,0;29,0;27,3;30,8;24,2;50;44;;1009,4;96;78;81;88;4;290;9;0
21/02/2017;2017;2;21;24,4;30,6;27,8;26,8;30,8;24,2;-;99;;1011,0;98;69;85;88;5;190;11;0
22/02/2017;2017;2;22;24,2;29,8;26,8;26,3;30,0;24,0;-;33;;1011,0;97;73;81;87;3;280;7;0
23/02/2017;2017;2;23;25,0;30,0;29,2;27,3;30,6;22,6;30;100;;1010,4;95;72;81;86;5;40;8;0
24/02/2017;2017;2;24;24,4;30,0;29,0;27,0;30,2;24,0;5;73;;1010,3;97;74;74;85;4;310;8;0
25/02/2017;2017;2;25;25,0;29,0;27,4;26,6;30,6;24,2;7;25;;1010,0;95;78;82;87;5;180;12;0
26/02/2017;2017;2;26;24,2;29,6;29,2;26,8;30,4;24,2;-;88;;1008,7;95;71;77;84;5;20;11;0
27/02/2017;2017;2;27;25,0;30,2;29,0;27,3;30,6;23,8;34;88;;1009,1;95;70;77;84;4;340;11;0
28/02/2017;2017;2;28;24,4;30,0;29,0;27,0;30,6;24,4;-;13;;1008,7;98;76;78;88;4;220;10;0
01/03/2017;2017;3;1;26,4;30,4;29,0;28,1;31,2;23,8;1;94;;1008,9;100;73;77;87;4;330;9;0
02/03/2017;2017;3;2;23,8;30,6;29,4;26,9;31,2;23,8;2;100;;1008,3;97;64;75;83;3;200;6;0
03/03/2017;2017;3;3;24,4;31,2;29,6;27,4;31,6;24,2;8;88;;1007,1;95;62;71;81;3;20;6;0
04/03/2017;2017;3;4;24,2;30,8;30,0;27,3;31,4;24,2;-;88;;1007,6;97;62;73;82;5;10;9;0
05/03/2017;2017;3;5;24,6;31,2;30,2;27,7;31,4;24,6;-;81;;1007,6;90;66;69;79;4;200;9;0
06/03/2017;2017;3;6;25,8;30,2;28,6;27,6;30,4;24,8;-;15;;1007,7;90;74;81;84;4;260;8;0
07/03/2017;2017;3;7;25,0;31,2;27,6;27,2;31,4;25,0;-;65;;1008,6;93;70;83;85;6;260;14;0
08/03/2017;2017;3;8;25,8;31,9;28,9;28,1;32,0;25,4;-;81;;1008,8;76;63;76;73;6;260;10;0
09/03/2017;2017;3;9;25,4;31,4;29,0;27,8;31,8;24,4;-;44;;1008,1;95;70;78;84;4;210;10;0
10/03/2017;2017;3;10;24,2;30,4;29,6;27,1;31,6;23,2;70;73;;1008,5;97;71;70;83;4;300;9;0
11/03/2017;2017;3;11;24,6;30,0;29,2;27,1;30,4;24,6;-;54;;1009,9;95;73;73;84;4;200;9;0
12/03/2017;2017;3;12;25,0;30,9;28,9;27,5;31,0;24,4;6;100;;1010,3;98;65;76;84;5;250;9;0
13/03/2017;2017;3;13;24,6;29,6;23,6;25,6;31,4;22,7;83;44;;1010,8;95;75;98;91;6;190;17;0
14/03/2017;2017;3;14;22,8;30,4;24,4;25,1;31,6;22,8;26;79;;1385,3;98;73;97;92;5;260;10;0
15/03/2017;2017;3;15;23,0;30,0;28,8;26,2;30,4;23,0;-;79;;1009,5;96;65;74;83;4;190;8;0
16/03/2017;2017;3;16;24,6;30,2;29,2;27,2;30,0;24,6;-;100;;1009,3;93;74;73;83;4;160;8;0
17/03/2017;2017;3;17;24,8;30,6;29,4;27,4;31,0;24,8;-;100;;1010,0;95;68;77;84;5;190;10;0
18/03/2017;2017;3;18;25,2;29,2;27,2;26,7;31,0;24,2;7;16;;1011,1;92;77;87;87;4;200;9;0
19/03/2017;2017;3;19;24,9;30,6;28,4;27,2;31,6;24,9;-;26;;1009,9;92;70;78;83;4;260;7;0
20/03/2017;2017;3;20;25,2;30,8;27,6;27,2;31,4;24,2;18;63;;1009,1;85;68;80;80;5;260;13;0
21/03/2017;2017;3;21;24,4;30,2;27,4;26,6;30,6;24,4;-;48;;1009,4;92;72;82;84;7;270;16;0
22/03/2017;2017;3;22;25,2;29,8;28,8;27,3;30,4;25,2;-;63;;1009,6;95;70;74;83;6;290;18;0
23/03/2017;2017;3;23;25,2;31,0;28,2;27,4;31,2;25,2;-;41;;1010,1;97;72;83;87;4;220;10;0
24/03/2017;2017;3;24;25,2;30,2;29,0;27,4;30,4;24,0;-;50;;1010,1;98;74;77;87;4;350;9;0
25/03/2017;2017;3;25;25,2;31,4;29,2;27,8;31,6;22,0;-;50;;1009,9;97;72;74;85;6;330;10;0
26/03/2017;2017;3;26;25,4;26,8;26,0;25,9;30,0;24,0;1;6;;1011,8;95;80;87;89;5;280;11;0
27/03/2017;2017;3;27;24,6;30,0;28,8;27,0;30,5;24,0;-;79;;1011,1;95;72;79;85;4;220;6;0
28/03/2017;2017;3;28;25,5;29,6;29,0;27,4;30,2;24,0;1;41;;1011,1;93;78;77;85;4;60;10;0
29/03/2017;2017;3;29;24,5;30,8;29,6;27,4;31,6;24,0;1;81;;1011,0;97;66;71;83;5;200;10;0
30/03/2017;2017;3;30;24,0;31,0;29,2;27,1;31,8;24,0;-;100;;1011,5;95;67;77;83;5;190;9;0
31/03/2017;2017;3;31;24,8;30,8;28,8;27,3;31,8;24,8;-;0;;813,5;93;65;76;82;4;190;9;0
01/04/2017;2017;4;1;26,2;31,2;29,6;28,3;31,4;24,0;-;81;;1010,5;100;62;69;83;3;210;9;0
02/04/2017;2017;4;2;24,0;30,4;27,8;26,6;31,4;24,0;-;75;;1010,2;95;69;79;84;4;220;8;0
03/04/2017;2017;4;3;25,2;30,0;28,2;27,2;30,0;23,4;0;45;;1010,3;95;74;82;87;4;70;6;0
04/04/2017;2017;4;4;23,6;30,2;28,4;26,5;31,2;23,6;4;88;;1009,6;96;70;76;85;4;310;8;0
05/04/2017;2017;4;5;25,0;30,5;28,6;27,3;30,8;24,8;10;94;;1007,7;97;69;78;85;5;230;8;0
06/04/2017;2017;4;6;24,8;28,4;26,6;26,2;28,8;24,2;33;0;;1007,6;98;82;92;93;4;300;11;0
07/04/2017;2017;4;7;24,2;29,6;28,0;26,5;30,2;24,2;-;38;;1008,6;98;75;85;89;5;300;9;0
08/04/2017;2017;4;8;25,3;27,6;27,4;26,4;29,2;25,0;-;6;;1009,9;96;82;83;89;4;280;9;0
09/04/2017;2017;4;9;25,0;31,4;27,6;27,3;31,6;25,0;-;84;;1009,7;95;75;89;89;4;30;11;0
10/04/2017;2017;4;10;25,6;31,0;29,6;28,0;31,8;25,6;-;96;;1008,7;95;72;77;85;5;40;10;0
11/04/2017;2017;4;11;26,4;30,6;29,4;28,2;31,4;25,0;-;100;;1008,6;90;73;75;82;3;70;6;0
12/04/2017;2017;4;12;25,2;31,4;29,2;27,8;31,6;24,7;18;100;;1009,4;93;67;74;82;4;190;9;0
13/04/2017;2017;4;13;25,4;30,8;29,4;27,8;31,6;24,5;-;70;;1010,0;97;70;74;84;3;50;8;0
14/04/2017;2017;4;14;26,0;29,7;28,3;27,5;30,0;24,6;-;19;;1010,3;92;76;80;85;3;30;7;0
15/04/2017;2017;4;15;24,6;31,2;29,4;27,5;31,2;24,0;-;94;;1009,4;88;65;74;79;8;210;99;0
16/04/2017;2017;4;16;24,4;31,0;30,0;27,5;31,6;24,4;5;100;;1009,4;87;67;72;78;4;90;8;0
17/04/2017;2017;4;17;25,2;30,8;29,2;27,6;31,2;25,2;-;100;;1009,8;97;72;77;86;4;330;10;0
18/04/2017;2017;4;18;25,4;30,8;29,6;27,8;31,4;25,0;-;90;;1010,4;97;73;77;86;5;340;9;0
19/04/2017;2017;4;19;25,0;31,2;29,6;27,7;31,8;24,0;-;69;;1011,3;95;69;78;84;4;190;7;0
20/04/2017;2017;4;20;25,2;30,6;29,4;27,6;31,4;25,2;13;100;;1010,6;90;73;81;84;4;80;9;0
21/04/2017;2017;4;21;26,0;31,2;30,0;28,3;32,0;24,2;1;88;;1010,4;93;72;70;82;4;230;7;0
22/04/2017;2017;4;22;24,8;31,6;28,6;27,5;32,0;24,6;-;85;;1010,6;95;68;82;85;5;60;10;0
23/04/2017;2017;4;23;25,0;31,4;28,0;27,4;32,0;23,8;-;100;;1011,1;97;69;86;87;5;210;12;0
24/04/2017;2017;4;24;24,4;31,0;30,0;27,5;31,8;23,8;-;100;;1010,6;97;68;76;84;4;30;5;0
25/04/2017;2017;4;25;24,7;31,4;30,2;27,8;31,4;24,7;0;100;;1010,4;93;69;72;82;4;170;7;0
26/04/2017;2017;4;26;24,8;30,6;30,0;27,6;31,8;23,8;1;100;;1010,3;95;71;70;83;4;180;8;0
27/04/2017;2017;4;27;24,6;31,2;30,0;27,6;31,8;23,6;-;66;;1010,5;95;64;69;81;4;190;7;0
28/04/2017;2017;4;28;24,1;31,4;30,0;27,4;31,8;24,1;-;100;;1010,7;96;65;69;81;4;180;7;0
29/04/2017;2017;4;29;25,0;31,4;30,3;27,9;32,0;24,8;-;100;;1011,3;92;63;64;77;4;40;8;0
30/04/2017;2017;4;30;25,2;31,4;29,8;27,9;31,8;0,0;-;0;;1011,3;88;67;70;79;5;30;11;0
01/05/2017;2017;5;1;27,0;31,0;28,4;28,4;32,0;24,0;-;79;;1010,7;100;70;83;88;4;150;9;0
02/05/2017;2017;5;2;25,6;32,2;30,6;28,5;32,8;25,6;0;80;;1010,5;87;65;72;78;4;190;6;0
